Position-x,Position-y,Velocity-x,Velocity-y
187,144,-4.885,3.511
181,145,-3.511,0.521
178,141,-5.111,5.512
185,147,-5.591,1.511
177,141,-6.682,2.909
178,151,-1.003,6.781
176,147,-6.668,2.004
169,149,-3.892,8.421
176,153,-5.511,5.594
173,151,-1.452,2.231
171,157,-0.523,3.777
167,162,-6.512,4.729
174,151,-5.503,3.517
